Day,Market Participant,Equity Option Contracts,Equity Option Trade Count,Equity Option Notional,Index/Other Option Contracts,Index/Other Option Trade Count,Index/Other Option Notional,Total Option Contracts,Total Trade Count,Total Option Notional
24/04/2025,Nasdaq ISE (I)," 2,916,789.00 "," 484,085.00 "," 1,123,699,280.00 "," 23,452.00 "," 10,576.00 "," 170,693,075.00 "," 2,940,241.00 "," 494,661.00 "," 1,294,392,355.00 "
24/04/2025,Nasdaq MRX (J)," 1,662,695.00 "," 235,884.00 "," 370,903,707.00 ", -   , -   , -   ," 1,662,695.00 "," 235,884.00 "," 370,903,707.00 "
24/04/2025,MIAX Options Exchange (M)," 3,245,944.00 "," 544,018.00 "," 930,561,792.00 ", -   , -   , -   ," 3,245,944.00 "," 544,018.00 "," 930,561,792.00 "
24/04/2025,NYSE Arca Options (N)," 5,487,371.00 "," 691,832.00 "," 2,050,954,363.00 ", -   , -   , -   ," 5,487,371.00 "," 691,832.00 "," 2,050,954,363.00 "
24/04/2025,MIAX Pearl (P)," 1,272,809.00 "," 175,080.00 "," 298,163,901.00 ", -   , -   , -   ," 1,272,809.00 "," 175,080.00 "," 298,163,901.00 "
24/04/2025,NASDAQ Options Market (Q)," 2,200,919.00 "," 310,575.00 "," 690,893,862.00 ", -   , -   , -   ," 2,200,919.00 "," 310,575.00 "," 690,893,862.00 "
24/04/2025,MIAX Sapphire (S)," 1,745,248.00 "," 235,473.00 "," 493,423,044.00 ", -   , -   , -   ," 1,745,248.00 "," 235,473.00 "," 493,423,044.00 "
24/04/2025,Nasdaq BX Options (T)," 784,316.00 "," 87,605.00 "," 149,609,881.00 ", -   , -   , -   ," 784,316.00 "," 87,605.00 "," 149,609,881.00 "
24/04/2025,Members Exchange (U)," 1,654,430.00 "," 223,165.00 "," 405,938,908.00 ", -   , -   , -   ," 1,654,430.00 "," 223,165.00 "," 405,938,908.00 "
24/04/2025,Cboe C2 Options Exchange (W)," 1,406,531.00 "," 176,443.00 "," 380,710,804.00 "," 8,876.00 "," 2,395.00 "," 19,773,895.00 "," 1,415,407.00 "," 178,838.00 "," 400,484,699.00 "
24/04/2025,Nasdaq PHLX (X)," 4,369,384.00 "," 419,367.00 "," 2,124,344,238.00 "," 26,140.00 "," 13,280.00 "," 240,495,684.00 "," 4,395,524.00 "," 432,647.00 "," 2,364,839,922.00 "
24/04/2025,Cboe BZX Options Exchange (Z)," 1,873,384.00 "," 246,914.00 "," 560,987,409.00 "," 1,318.00 ", 443.00 ," 4,438,188.00 "," 1,874,702.00 "," 247,357.00 "," 565,425,597.00 "
23/04/2025,NYSE American Options (A)," 2,315,043.00 "," 287,585.00 "," 777,309,091.00 ", -   , -   , -   ," 2,315,043.00 "," 287,585.00 "," 777,309,091.00 "
23/04/2025,BOX Options (B)," 3,695,746.00 "," 415,589.00 "," 1,484,538,759.50 ", -   , -   , -   ," 3,695,746.00 "," 415,589.00 "," 1,484,538,759.50 "
23/04/2025,Cboe Options Exchange (C)," 5,787,261.00 "," 965,651.00 "," 2,512,688,625.00 "," 4,643,167.00 "," 1,021,003.00 "," 13,871,123,402.00 "," 10,430,428.00 "," 1,986,654.00 "," 16,383,812,027.00 "
23/04/2025,MIAX Emerald (D)," 2,216,841.00 "," 346,891.00 "," 738,470,507.00 ", -   , -   , -   ," 2,216,841.00 "," 346,891.00 "," 738,470,507.00 "
23/04/2025,Cboe EDGX Options Exchange (E)," 3,952,533.00 "," 606,453.00 "," 1,142,547,689.00 ", -   , -   , -   ," 3,952,533.00 "," 606,453.00 "," 1,142,547,689.00 "
23/04/2025,Nasdaq GEMX (H)," 3,172,776.00 "," 424,966.00 "," 864,262,173.00 ", 240.00 , 151.00 ," 8,221,079.00 "," 3,173,016.00 "," 425,117.00 "," 872,483,252.00 "
23/04/2025,Nasdaq ISE (I)," 3,650,484.00 "," 540,445.00 "," 1,371,437,147.00 "," 24,290.00 "," 12,292.00 "," 302,759,034.00 "," 3,674,774.00 "," 552,737.00 "," 1,674,196,181.00 "
23/04/2025,Nasdaq MRX (J)," 1,866,322.00 "," 248,413.00 "," 465,366,476.00 ", -   , -   , -   ," 1,866,322.00 "," 248,413.00 "," 465,366,476.00 "
23/04/2025,MIAX Options Exchange (M)," 3,999,314.00 "," 636,790.00 "," 1,281,754,699.00 ", -   , -   , -   ," 3,999,314.00 "," 636,790.00 "," 1,281,754,699.00 "
23/04/2025,NYSE Arca Options (N)," 7,056,651.00 "," 853,715.00 "," 2,572,825,407.00 ", -   , -   , -   ," 7,056,651.00 "," 853,715.00 "," 2,572,825,407.00 "
23/04/2025,MIAX Pearl (P)," 1,541,337.00 "," 205,400.00 "," 414,341,519.00 ", -   , -   , -   ," 1,541,337.00 "," 205,400.00 "," 414,341,519.00 "
23/04/2025,NASDAQ Options Market (Q)," 2,840,902.00 "," 396,782.00 "," 920,250,686.30 ", -   , -   , -   ," 2,840,902.00 "," 396,782.00 "," 920,250,686.30 "
23/04/2025,MIAX Sapphire (S)," 1,912,720.00 "," 261,170.00 "," 565,855,995.00 ", -   , -   , -   ," 1,912,720.00 "," 261,170.00 "," 565,855,995.00 "
23/04/2025,Nasdaq BX Options (T)," 899,845.00 "," 98,656.00 "," 196,200,985.00 ", -   , -   , -   ," 899,845.00 "," 98,656.00 "," 196,200,985.00 "
23/04/2025,Members Exchange (U)," 1,977,066.00 "," 256,343.00 "," 500,371,923.00 ", -   , -   , -   ," 1,977,066.00 "," 256,343.00 "," 500,371,923.00 "
23/04/2025,Cboe C2 Options Exchange (W)," 1,599,138.00 "," 184,809.00 "," 415,014,504.00 "," 14,681.00 "," 3,768.00 "," 46,148,961.00 "," 1,613,819.00 "," 188,577.00 "," 461,163,465.00 "
23/04/2025,Nasdaq PHLX (X)," 3,930,354.00 "," 366,266.00 "," 1,377,651,027.50 "," 26,244.00 "," 13,373.00 "," 300,836,951.00 "," 3,956,598.00 "," 379,639.00 "," 1,678,487,978.50 "
23/04/2025,Cboe BZX Options Exchange (Z)," 2,274,970.00 "," 303,797.00 "," 711,077,705.00 "," 3,070.00 ", 786.00 ," 17,416,687.00 "," 2,278,040.00 "," 304,583.00 "," 728,494,392.00 "
22/04/2025,NYSE American Options (A)," 2,492,295.00 "," 283,324.00 "," 1,015,051,876.00 ", -   , -   , -   ," 2,492,295.00 "," 283,324.00 "," 1,015,051,876.00 "
22/04/2025,BOX Options (B)," 3,142,129.00 "," 374,976.00 "," 1,659,475,881.00 ", -   , -   , -   ," 3,142,129.00 "," 374,976.00 "," 1,659,475,881.00 "
22/04/2025,Cboe Options Exchange (C)," 4,878,465.00 "," 868,624.00 "," 1,895,297,580.00 "," 4,276,785.00 "," 1,009,984.00 "," 12,876,752,686.00 "," 9,155,250.00 "," 1,878,608.00 "," 14,772,050,266.00 "
22/04/2025,MIAX Emerald (D)," 1,769,326.00 "," 304,342.00 "," 610,030,111.00 ", -   , -   , -   ," 1,769,326.00 "," 304,342.00 "," 610,030,111.00 "
22/04/2025,Cboe EDGX Options Exchange (E)," 3,618,351.00 "," 554,106.00 "," 1,051,005,849.00 ", -   , -   , -   ," 3,618,351.00 "," 554,106.00 "," 1,051,005,849.00 "
22/04/2025,Nasdaq GEMX (H)," 2,297,608.00 "," 291,050.00 "," 574,358,388.00 ", 287.00 , 198.00 ," 11,480,270.00 "," 2,297,895.00 "," 291,248.00 "," 585,838,658.00 "
22/04/2025,Nasdaq ISE (I)," 2,878,722.00 "," 458,750.00 "," 1,278,436,477.00 "," 20,223.00 "," 9,080.00 "," 249,423,388.00 "," 2,898,945.00 "," 467,830.00 "," 1,527,859,865.00 "
22/04/2025,Nasdaq MRX (J)," 1,300,121.00 "," 185,655.00 "," 342,600,256.00 ", -   , -   , -   ," 1,300,121.00 "," 185,655.00 "," 342,600,256.00 "
22/04/2025,MIAX Options Exchange (M)," 3,335,578.00 "," 590,916.00 "," 1,192,338,516.00 ", -   , -   , -   ," 3,335,578.00 "," 590,916.00 "," 1,192,338,516.00 "
22/04/2025,NYSE Arca Options (N)," 5,758,980.00 "," 806,547.00 "," 2,561,627,514.00 ", -   , -   , -   ," 5,758,980.00 "," 806,547.00 "," 2,561,627,514.00 "
22/04/2025,MIAX Pearl (P)," 1,296,268.00 "," 181,192.00 "," 348,295,327.00 ", -   , -   , -   ," 1,296,268.00 "," 181,192.00 "," 348,295,327.00 "
22/04/2025,NASDAQ Options Market (Q)," 2,326,127.00 "," 348,763.00 "," 780,176,504.00 ", -   , -   , -   ," 2,326,127.00 "," 348,763.00 "," 780,176,504.00 "
22/04/2025,MIAX Sapphire (S)," 1,702,652.00 "," 237,731.00 "," 488,882,973.00 ", -   , -   , -   ," 1,702,652.00 "," 237,731.00 "," 488,882,973.00 "
22/04/2025,Nasdaq BX Options (T)," 810,734.00 "," 88,520.00 "," 169,171,504.00 ", -   , -   , -   ," 810,734.00 "," 88,520.00 "," 169,171,504.00 "
22/04/2025,Members Exchange (U)," 1,661,201.00 "," 224,771.00 "," 435,554,707.00 ", -   , -   , -   ," 1,661,201.00 "," 224,771.00 "," 435,554,707.00 "
22/04/2025,Cboe C2 Options Exchange (W)," 1,290,975.00 "," 160,370.00 "," 428,080,126.00 "," 9,760.00 "," 2,676.00 "," 24,987,354.00 "," 1,300,735.00 "," 163,046.00 "," 453,067,480.00 "
22/04/2025,Nasdaq PHLX (X)," 3,491,315.00 "," 335,322.00 "," 1,714,818,826.00 "," 25,455.00 "," 13,144.00 "," 317,745,994.00 "," 3,516,770.00 "," 348,466.00 "," 2,032,564,820.00 "
22/04/2025,Cboe BZX Options Exchange (Z)," 1,889,319.00 "," 260,034.00 "," 607,217,133.00 "," 2,263.00 ", 604.00 ," 15,231,065.00 "," 1,891,582.00 "," 260,638.00 "," 622,448,198.00 "
21/04/2025,NYSE American Options (A)," 2,079,848.00 "," 259,168.00 "," 765,737,402.00 ", -   , -   , -   ," 2,079,848.00 "," 259,168.00 "," 765,737,402.00 "
21/04/2025,BOX Options (B)," 2,994,849.00 "," 332,306.00 "," 1,664,519,901.00 ", -   , -   , -   ," 2,994,849.00 "," 332,306.00 "," 1,664,519,901.00 "
21/04/2025,Cboe Options Exchange (C)," 4,510,429.00 "," 708,242.00 "," 1,741,583,290.00 "," 3,941,173.00 "," 898,458.00 "," 15,118,375,499.00 "," 8,451,602.00 "," 1,606,700.00 "," 16,859,958,789.00 "
21/04/2025,MIAX Emerald (D)," 1,624,795.00 "," 280,516.00 "," 574,978,534.00 ", -   , -   , -   ," 1,624,795.00 "," 280,516.00 "," 574,978,534.00 "
21/04/2025,Cboe EDGX Options Exchange (E)," 3,423,548.00 "," 547,288.00 "," 1,048,559,017.50 ", -   , -   , -   ," 3,423,548.00 "," 547,288.00 "," 1,048,559,017.50 "
21/04/2025,Nasdaq GEMX (H)," 2,048,125.00 "," 265,624.00 "," 559,557,740.00 ", 198.00 , 160.00 ," 6,646,164.00 "," 2,048,323.00 "," 265,784.00 "," 566,203,904.00 "
21/04/2025,Nasdaq ISE (I)," 2,906,296.00 "," 443,958.00 "," 1,305,470,183.00 "," 16,981.00 "," 8,981.00 "," 218,481,641.00 "," 2,923,277.00 "," 452,939.00 "," 1,523,951,824.00 "
21/04/2025,Nasdaq MRX (J)," 1,181,756.00 "," 167,908.00 "," 318,463,461.00 ", -   , -   , -   ," 1,181,756.00 "," 167,908.00 "," 318,463,461.00 "
21/04/2025,MIAX Options Exchange (M)," 3,297,393.00 "," 593,202.00 "," 1,220,573,036.00 ", -   , -   , -   ," 3,297,393.00 "," 593,202.00 "," 1,220,573,036.00 "
21/04/2025,NYSE Arca Options (N)," 4,899,709.00 "," 668,261.00 "," 2,254,497,325.00 ", -   , -   , -   ," 4,899,709.00 "," 668,261.00 "," 2,254,497,325.00 "
21/04/2025,MIAX Pearl (P)," 1,025,170.00 "," 142,656.00 "," 281,295,781.00 ", -   , -   , -   ," 1,025,170.00 "," 142,656.00 "," 281,295,781.00 "
21/04/2025,NASDAQ Options Market (Q)," 2,060,473.00 "," 301,349.00 "," 798,772,080.60 ", -   , -   , -   ," 2,060,473.00 "," 301,349.00 "," 798,772,080.60 "
21/04/2025,MIAX Sapphire (S)," 1,601,466.00 "," 218,712.00 "," 470,395,241.00 ", -   , -   , -   ," 1,601,466.00 "," 218,712.00 "," 470,395,241.00 "
21/04/2025,Nasdaq BX Options (T)," 742,290.00 "," 76,946.00 "," 143,065,962.00 ", -   , -   , -   ," 742,290.00 "," 76,946.00 "," 143,065,962.00 "
21/04/2025,Members Exchange (U)," 1,533,997.00 "," 203,845.00 "," 457,178,242.00 ", -   , -   , -   ," 1,533,997.00 "," 203,845.00 "," 457,178,242.00 "
21/04/2025,Cboe C2 Options Exchange (W)," 1,311,901.00 "," 160,011.00 "," 432,052,715.00 "," 9,201.00 "," 2,747.00 "," 33,332,834.00 "," 1,321,102.00 "," 162,758.00 "," 465,385,549.00 "
21/04/2025,Nasdaq PHLX (X)," 4,190,650.00 "," 374,127.00 "," 2,405,050,659.00 "," 27,433.00 "," 12,001.00 "," 302,458,092.00 "," 4,218,083.00 "," 386,128.00 "," 2,707,508,751.00 "
21/04/2025,Cboe BZX Options Exchange (Z)," 1,642,882.00 "," 233,185.00 "," 579,189,633.00 "," 2,333.00 ", 803.00 ," 15,900,250.00 "," 1,645,215.00 "," 233,988.00 "," 595,089,883.00 "
17/04/2025,NYSE American Options (A)," 2,682,106.00 "," 256,919.00 "," 879,593,889.00 ", -   , -   , -   ," 2,682,106.00 "," 256,919.00 "," 879,593,889.00 "
17/04/2025,BOX Options (B)," 3,357,691.00 "," 377,812.00 "," 1,230,195,416.00 ", -   , -   , -   ," 3,357,691.00 "," 377,812.00 "," 1,230,195,416.00 "
17/04/2025,Cboe Options Exchange (C)," 5,433,926.00 "," 774,979.00 "," 1,498,907,358.00 "," 3,661,546.00 "," 871,925.00 "," 16,714,352,354.00 "," 9,095,472.00 "," 1,646,904.00 "," 18,213,259,712.00 "
17/04/2025,MIAX Emerald (D)," 1,843,424.00 "," 313,852.00 "," 522,017,615.00 ", -   , -   , -   ," 1,843,424.00 "," 313,852.00 "," 522,017,615.00 "
17/04/2025,Cboe EDGX Options Exchange (E)," 4,301,330.00 "," 541,237.00 "," 785,840,570.00 ", -   , -   , -   ," 4,301,330.00 "," 541,237.00 "," 785,840,570.00 "
17/04/2025,Nasdaq GEMX (H)," 2,388,054.00 "," 283,746.00 "," 516,510,259.00 "," 1,805.00 ", 757.00 ," 116,557,633.00 "," 2,389,859.00 "," 284,503.00 "," 633,067,892.00 "
17/04/2025,Nasdaq ISE (I)," 3,779,420.00 "," 478,133.00 "," 1,182,629,662.50 "," 10,727.00 "," 4,671.00 "," 332,229,170.00 "," 3,790,147.00 "," 482,804.00 "," 1,514,858,832.50 "
17/04/2025,Nasdaq MRX (J)," 1,204,828.00 "," 180,209.00 "," 297,060,926.00 ", -   , -   , -   ," 1,204,828.00 "," 180,209.00 "," 297,060,926.00 "
17/04/2025,MIAX Options Exchange (M)," 3,734,760.00 "," 597,098.00 "," 1,049,038,436.00 ", -   , -   , -   ," 3,734,760.00 "," 597,098.00 "," 1,049,038,436.00 "
17/04/2025,NYSE Arca Options (N)," 6,191,946.00 "," 795,128.00 "," 2,179,925,566.00 ", -   , -   , -   ," 6,191,946.00 "," 795,128.00 "," 2,179,925,566.00 "
17/04/2025,MIAX Pearl (P)," 1,357,399.00 "," 186,924.00 "," 295,856,415.00 ", -   , -   , -   ," 1,357,399.00 "," 186,924.00 "," 295,856,415.00 "
17/04/2025,NASDAQ Options Market (Q)," 2,395,966.00 "," 348,370.00 "," 669,215,825.80 ", -   , -   , -   ," 2,395,966.00 "," 348,370.00 "," 669,215,825.80 "
17/04/2025,MIAX Sapphire (S)," 1,797,520.00 "," 246,220.00 "," 391,142,678.00 ", -   , -   , -   ," 1,797,520.00 "," 246,220.00 "," 391,142,678.00 "
17/04/2025,Nasdaq BX Options (T)," 896,877.00 "," 97,491.00 "," 152,873,367.00 ", -   , -   , -   ," 896,877.00 "," 97,491.00 "," 152,873,367.00 "
17/04/2025,Members Exchange (U)," 1,873,631.00 "," 238,012.00 "," 388,438,441.00 ", -   , -   , -   ," 1,873,631.00 "," 238,012.00 "," 388,438,441.00 "
17/04/2025,Cboe C2 Options Exchange (W)," 1,504,059.00 "," 191,093.00 "," 390,925,826.00 "," 9,925.00 "," 3,402.00 "," 36,759,226.00 "," 1,513,984.00 "," 194,495.00 "," 427,685,052.00 "
17/04/2025,Nasdaq PHLX (X)," 4,548,946.00 "," 375,331.00 "," 1,649,414,794.00 "," 48,281.00 "," 5,559.00 "," 451,887,361.00 "," 4,597,227.00 "," 380,890.00 "," 2,101,302,155.00 "
17/04/2025,Cboe BZX Options Exchange (Z)," 2,083,841.00 "," 272,407.00 "," 522,190,122.00 "," 4,970.00 "," 1,635.00 "," 30,295,616.00 "," 2,088,811.00 "," 274,042.00 "," 552,485,738.00 "
16/04/2025,NYSE American Options (A)," 3,305,827.00 "," 256,831.00 "," 1,480,889,193.00 ", -   , -   , -   ," 3,305,827.00 "," 256,831.00 "," 1,480,889,193.00 "
16/04/2025,BOX Options (B)," 6,549,923.00 "," 416,368.00 "," 10,355,720,226.00 ", -   , -   , -   ," 6,549,923.00 "," 416,368.00 "," 10,355,720,226.00 "
16/04/2025,Cboe Options Exchange (C)," 4,699,287.00 "," 774,834.00 "," 1,578,422,180.00 "," 4,632,140.00 "," 934,104.00 "," 15,612,809,850.00 "," 9,331,427.00 "," 1,708,938.00 "," 17,191,232,030.00 "
16/04/2025,MIAX Emerald (D)," 1,852,795.00 "," 314,596.00 "," 574,339,149.00 ", -   , -   , -   ," 1,852,795.00 "," 314,596.00 "," 574,339,149.00 "
16/04/2025,Cboe EDGX Options Exchange (E)," 3,670,641.00 "," 574,069.00 "," 874,366,649.00 ", -   , -   , -   ," 3,670,641.00 "," 574,069.00 "," 874,366,649.00 "
16/04/2025,Nasdaq GEMX (H)," 2,478,922.00 "," 311,332.00 "," 632,321,220.00 "," 1,819.00 ", 830.00 ," 21,527,528.00 "," 2,480,741.00 "," 312,162.00 "," 653,848,748.00 "
16/04/2025,Nasdaq ISE (I)," 3,482,748.00 "," 493,245.00 "," 1,333,960,257.50 "," 23,580.00 "," 10,937.00 "," 199,399,840.00 "," 3,506,328.00 "," 504,182.00 "," 1,533,360,097.50 "
16/04/2025,Nasdaq MRX (J)," 1,287,349.00 "," 193,806.00 "," 372,312,711.50 ", -   , -   , -   ," 1,287,349.00 "," 193,806.00 "," 372,312,711.50 "
16/04/2025,MIAX Options Exchange (M)," 4,642,043.00 "," 768,077.00 "," 1,375,727,705.00 ", -   , -   , -   ," 4,642,043.00 "," 768,077.00 "," 1,375,727,705.00 "
16/04/2025,NYSE Arca Options (N)," 6,337,675.00 "," 812,639.00 "," 2,622,375,087.00 ", -   , -   , -   ," 6,337,675.00 "," 812,639.00 "," 2,622,375,087.00 "
16/04/2025,MIAX Pearl (P)," 1,364,041.00 "," 186,986.00 "," 331,885,758.00 ", -   , -   , -   ," 1,364,041.00 "," 186,986.00 "," 331,885,758.00 "
16/04/2025,NASDAQ Options Market (Q)," 2,476,465.00 "," 355,967.00 "," 807,721,058.00 ", -   , -   , -   ," 2,476,465.00 "," 355,967.00 "," 807,721,058.00 "
16/04/2025,MIAX Sapphire (S)," 1,977,438.00 "," 275,434.00 "," 481,897,661.00 ", -   , -   , -   ," 1,977,438.00 "," 275,434.00 "," 481,897,661.00 "
16/04/2025,Nasdaq BX Options (T)," 878,624.00 "," 100,873.00 "," 176,340,055.00 ", -   , -   , -   ," 878,624.00 "," 100,873.00 "," 176,340,055.00 "
16/04/2025,Members Exchange (U)," 1,771,561.00 "," 236,240.00 "," 454,754,708.00 ", -   , -   , -   ," 1,771,561.00 "," 236,240.00 "," 454,754,708.00 "
16/04/2025,Cboe C2 Options Exchange (W)," 1,621,863.00 "," 189,687.00 "," 438,207,396.00 "," 7,756.00 "," 2,527.00 "," 18,327,210.00 "," 1,629,619.00 "," 192,214.00 "," 456,534,606.00 "
16/04/2025,Nasdaq PHLX (X)," 4,751,902.00 "," 331,347.00 "," 4,540,960,513.00 "," 30,715.00 "," 14,190.00 "," 510,604,908.00 "," 4,782,617.00 "," 345,537.00 "," 5,051,565,421.00 "
16/04/2025,Cboe BZX Options Exchange (Z)," 2,053,663.00 "," 281,230.00 "," 630,458,828.00 "," 1,947.00 ", 467.00 ," 6,836,565.00 "," 2,055,610.00 "," 281,697.00 "," 637,295,393.00 "
15/04/2025,NYSE American Options (A)," 2,536,780.00 "," 213,810.00 "," 750,801,293.00 ", -   , -   , -   ," 2,536,780.00 "," 213,810.00 "," 750,801,293.00 "
15/04/2025,BOX Options (B)," 3,097,579.00 "," 334,930.00 "," 2,156,601,513.20 ", -   , -   , -   ," 3,097,579.00 "," 334,930.00 "," 2,156,601,513.20 "
15/04/2025,Cboe Options Exchange (C)," 4,379,952.00 "," 644,952.00 "," 1,433,318,688.00 "," 4,539,338.00 "," 790,734.00 "," 14,091,011,527.00 "," 8,919,290.00 "," 1,435,686.00 "," 15,524,330,215.00 "
15/04/2025,MIAX Emerald (D)," 1,372,136.00 "," 237,706.00 "," 400,536,685.00 ", -   , -   , -   ," 1,372,136.00 "," 237,706.00 "," 400,536,685.00 "
15/04/2025,Cboe EDGX Options Exchange (E)," 2,716,556.00 "," 457,915.00 "," 668,060,012.00 ", -   , -   , -   ," 2,716,556.00 "," 457,915.00 "," 668,060,012.00 "
15/04/2025,Nasdaq GEMX (H)," 2,090,717.00 "," 259,762.00 "," 511,435,004.00 ", 466.00 , 268.00 ," 12,011,804.00 "," 2,091,183.00 "," 260,030.00 "," 523,446,808.00 "
15/04/2025,Nasdaq ISE (I)," 2,512,286.00 "," 367,728.00 "," 1,016,259,034.00 "," 15,235.00 "," 7,377.00 "," 127,948,087.00 "," 2,527,521.00 "," 375,105.00 "," 1,144,207,121.00 "
15/04/2025,Nasdaq MRX (J)," 952,710.00 "," 150,829.00 "," 258,605,668.00 ", -   , -   , -   ," 952,710.00 "," 150,829.00 "," 258,605,668.00 "
15/04/2025,MIAX Options Exchange (M)," 2,872,190.00 "," 497,622.00 "," 880,289,437.00 ", -   , -   , -   ," 2,872,190.00 "," 497,622.00 "," 880,289,437.00 "
15/04/2025,NYSE Arca Options (N)," 4,816,167.00 "," 647,286.00 "," 1,822,813,539.00 ", -   , -   , -   ," 4,816,167.00 "," 647,286.00 "," 1,822,813,539.00 "
15/04/2025,MIAX Pearl (P)," 1,081,280.00 "," 155,173.00 "," 257,902,277.00 ", -   , -   , -   ," 1,081,280.00 "," 155,173.00 "," 257,902,277.00 "
15/04/2025,NASDAQ Options Market (Q)," 2,017,380.00 "," 290,995.00 "," 633,079,479.00 ", -   , -   , -   ," 2,017,380.00 "," 290,995.00 "," 633,079,479.00 "
15/04/2025,MIAX Sapphire (S)," 1,473,067.00 "," 207,653.00 "," 389,468,229.00 ", -   , -   , -   ," 1,473,067.00 "," 207,653.00 "," 389,468,229.00 "
15/04/2025,Nasdaq BX Options (T)," 699,001.00 "," 78,950.00 "," 120,359,762.00 ", -   , -   , -   ," 699,001.00 "," 78,950.00 "," 120,359,762.00 "
15/04/2025,Members Exchange (U)," 1,506,745.00 "," 194,893.00 "," 363,801,315.00 ", -   , -   , -   ," 1,506,745.00 "," 194,893.00 "," 363,801,315.00 "
15/04/2025,Cboe C2 Options Exchange (W)," 1,248,060.00 "," 148,977.00 "," 327,206,182.00 "," 6,212.00 "," 2,265.00 "," 14,070,303.00 "," 1,254,272.00 "," 151,242.00 "," 341,276,485.00 "
15/04/2025,Nasdaq PHLX (X)," 3,772,168.00 "," 316,228.00 "," 1,280,717,749.50 "," 21,220.00 "," 10,269.00 "," 229,309,750.00 "," 3,793,388.00 "," 326,497.00 "," 1,510,027,499.50 "
15/04/2025,Cboe BZX Options Exchange (Z)," 1,574,175.00 "," 209,697.00 "," 462,395,603.20 "," 2,714.00 ", 616.00 ," 11,899,053.00 "," 1,576,889.00 "," 210,313.00 "," 474,294,656.20 "
14/04/2025,NYSE American Options (A)," 2,429,489.00 "," 264,218.00 "," 920,321,667.00 ", -   , -   , -   ," 2,429,489.00 "," 264,218.00 "," 920,321,667.00 "
14/04/2025,BOX Options (B)," 3,469,412.00 "," 424,632.00 "," 1,388,375,007.00 ", -   , -   , -   ," 3,469,412.00 "," 424,632.00 "," 1,388,375,007.00 "
14/04/2025,Cboe Options Exchange (C)," 4,410,538.00 "," 694,964.00 "," 1,972,205,704.00 "," 4,710,970.00 "," 836,256.00 "," 14,762,695,380.00 "," 9,121,508.00 "," 1,531,220.00 "," 16,734,901,084.00 "
14/04/2025,MIAX Emerald (D)," 1,667,526.00 "," 302,176.00 "," 516,773,091.00 ", -   , -   , -   ," 1,667,526.00 "," 302,176.00 "," 516,773,091.00 "
14/04/2025,Cboe EDGX Options Exchange (E)," 3,166,118.00 "," 551,699.00 "," 830,188,502.00 ", -   , -   , -   ," 3,166,118.00 "," 551,699.00 "," 830,188,502.00 "
14/04/2025,Nasdaq GEMX (H)," 2,075,840.00 "," 266,349.00 "," 582,336,930.00 ", 617.00 , 460.00 ," 11,690,757.00 "," 2,076,457.00 "," 266,809.00 "," 594,027,687.00 "
14/04/2025,Nasdaq ISE (I)," 3,082,193.00 "," 447,063.00 "," 1,220,114,400.00 "," 17,201.00 "," 8,513.00 "," 176,692,419.00 "," 3,099,394.00 "," 455,576.00 "," 1,396,806,819.00 "
14/04/2025,Nasdaq MRX (J)," 1,148,527.00 "," 181,955.00 "," 362,003,310.00 ", -   , -   , -   ," 1,148,527.00 "," 181,955.00 "," 362,003,310.00 "
14/04/2025,MIAX Options Exchange (M)," 3,291,143.00 "," 629,805.00 "," 1,165,587,363.00 ", -   , -   , -   ," 3,291,143.00 "," 629,805.00 "," 1,165,587,363.00 "
14/04/2025,NYSE Arca Options (N)," 5,792,381.00 "," 763,953.00 "," 2,201,328,398.00 ", -   , -   , -   ," 5,792,381.00 "," 763,953.00 "," 2,201,328,398.00 "
14/04/2025,MIAX Pearl (P)," 1,377,892.00 "," 204,952.00 "," 379,046,127.00 ", -   , -   , -   ," 1,377,892.00 "," 204,952.00 "," 379,046,127.00 "
14/04/2025,NASDAQ Options Market (Q)," 2,495,456.00 "," 371,180.00 "," 811,252,456.00 ", -   , -   , -   ," 2,495,456.00 "," 371,180.00 "," 811,252,456.00 "
14/04/2025,MIAX Sapphire (S)," 1,903,144.00 "," 241,743.00 "," 534,202,091.00 ", -   , -   , -   ," 1,903,144.00 "," 241,743.00 "," 534,202,091.00 "
14/04/2025,Nasdaq BX Options (T)," 852,494.00 "," 97,521.00 "," 170,219,333.00 ", -   , -   , -   ," 852,494.00 "," 97,521.00 "," 170,219,333.00 "
14/04/2025,Members Exchange (U)," 1,773,048.00 "," 235,180.00 "," 470,968,295.00 ", -   , -   , -   ," 1,773,048.00 "," 235,180.00 "," 470,968,295.00 "
14/04/2025,Cboe C2 Options Exchange (W)," 1,370,809.00 "," 181,375.00 "," 395,759,532.50 "," 10,165.00 "," 2,914.00 "," 29,900,095.00 "," 1,380,974.00 "," 184,289.00 "," 425,659,627.50 "
14/04/2025,Nasdaq PHLX (X)," 4,125,361.00 "," 406,335.00 "," 1,668,905,815.00 "," 24,829.00 "," 13,028.00 "," 370,661,551.00 "," 4,150,190.00 "," 419,363.00 "," 2,039,567,366.00 "
14/04/2025,Cboe BZX Options Exchange (Z)," 2,091,016.00 "," 290,560.00 "," 674,467,254.00 "," 3,666.00 "," 1,118.00 "," 11,830,294.00 "," 2,094,682.00 "," 291,678.00 "," 686,297,548.00 "
